id,contact,month,day_of_week,duration,campaign
16694,telephone,jul,wed,135,2
16695,cellular,jul,wed,1300,3
16696,cellular,jul,wed,41,2
16697,telephone,jul,wed,83,4
16698,cellular,jul,wed,144,10
16699,cellular,jul,wed,293,5
16700,telephone,jul,wed,161,2
16701,telephone,jul,wed,173,2
16702,cellular,jul,wed,156,3
16703,cellular,jul,wed,280,4
16704,cellular,jul,wed,1359,6
16705,telephone,jul,wed,122,4
16706,cellular,jul,wed,416,4
16707,telephone,jul,wed,36,15
16708,cellular,jul,wed,623,3
16709,cellular,jul,wed,53,17
16710,cellular,jul,wed,279,3
16711,cellular,jul,wed,532,2
16712,cellular,jul,wed,107,4
16713,cellular,jul,wed,933,2
16714,cellular,jul,wed,85,2
16715,cellular,jul,wed,790,2
16716,telephone,jul,wed,97,6
16717,cellular,jul,wed,171,4
16718,cellular,jul,wed,505,2
16719,cellular,jul,wed,495,2
16720,cellular,jul,wed,799,4
16721,cellular,jul,wed,111,2
16722,cellular,jul,wed,683,2
16723,cellular,jul,wed,84,13
16724,cellular,jul,wed,547,2
16725,telephone,jul,wed,103,5
16726,cellular,jul,wed,236,5
16727,telephone,jul,wed,71,3
16728,telephone,jul,wed,192,5
16729,cellular,jul,wed,476,3
16730,cellular,jul,thu,50,4
16731,cellular,jul,thu,54,29
16732,cellular,jul,thu,42,3
16733,cellular,jul,thu,57,4
16734,telephone,jul,thu,70,3
16735,cellular,jul,thu,265,3
16736,cellular,jul,thu,117,2
16737,cellular,jul,thu,430,4
16738,cellular,jul,thu,202,3
16739,cellular,jul,thu,537,2
16740,cellular,jul,thu,219,6
16741,telephone,jul,thu,48,6
16742,cellular,jul,thu,143,4
16743,cellular,jul,thu,241,3
16744,cellular,jul,thu,63,4
16745,cellular,jul,thu,357,7
16746,cellular,jul,thu,21,20
16747,cellular,jul,thu,13,2
16748,telephone,jul,thu,32,1
16749,cellular,jul,thu,73,4
16750,cellular,jul,thu,148,1
16751,cellular,jul,thu,46,1
16752,cellular,jul,thu,53,1
16753,cellular,jul,thu,119,5
16754,cellular,jul,thu,92,1
16755,cellular,jul,thu,226,1
16756,cellular,jul,thu,200,2
16757,cellular,jul,thu,42,24
16758,cellular,jul,thu,187,1
16759,cellular,jul,thu,208,1
16760,cellular,jul,thu,125,2
16761,cellular,jul,thu,162,1
16762,cellular,jul,thu,281,3
16763,cellular,jul,thu,139,1
16764,cellular,jul,thu,481,1
16765,cellular,jul,thu,101,1
16766,cellular,jul,thu,205,1
16767,cellular,jul,thu,65,1
16768,cellular,jul,thu,311,1
16769,cellular,jul,thu,186,2
16770,cellular,jul,thu,66,1
16771,cellular,jul,thu,137,4
16772,cellular,jul,thu,91,1
16773,cellular,jul,thu,544,1
16774,cellular,jul,thu,129,1
16775,cellular,jul,thu,211,1
16776,cellular,jul,thu,78,1
16777,cellular,jul,thu,67,1
16778,cellular,jul,thu,71,1
16779,cellular,jul,thu,326,1
16780,telephone,jul,thu,70,1
16781,cellular,jul,thu,58,2
16782,cellular,jul,thu,130,1
16783,cellular,jul,thu,76,1
16784,cellular,jul,thu,97,2
16785,cellular,jul,thu,459,7
16786,cellular,jul,thu,196,3
16787,cellular,jul,thu,71,5
16788,cellular,jul,thu,212,2
16789,cellular,jul,thu,458,1
16790,telephone,jul,thu,105,1
16791,telephone,jul,thu,77,1
16792,cellular,jul,thu,853,2
16793,cellular,jul,thu,164,1
16794,cellular,jul,thu,380,1
16795,cellular,jul,thu,194,1
16796,cellular,jul,thu,1204,1
16797,cellular,jul,thu,467,1
16798,cellular,jul,thu,55,2
16799,cellular,jul,thu,338,1
16800,cellular,jul,thu,168,1
16801,cellular,jul,thu,157,1
16802,cellular,jul,thu,528,1
16803,cellular,jul,thu,464,1
16804,telephone,jul,thu,152,1
16805,cellular,jul,thu,211,2
16806,cellular,jul,thu,313,1
16807,telephone,jul,thu,279,11
16808,cellular,jul,thu,335,2
16809,cellular,jul,thu,209,1
16810,cellular,jul,thu,775,1
16811,cellular,jul,thu,63,1
16812,cellular,jul,thu,134,1
16813,cellular,jul,thu,71,1
16814,cellular,jul,thu,561,4
16815,cellular,jul,thu,197,1
16816,cellular,jul,thu,329,1
16817,cellular,jul,thu,70,2
16818,cellular,jul,thu,53,5
16819,cellular,jul,thu,43,3
16820,cellular,jul,thu,142,1
16821,cellular,jul,thu,523,2
16822,telephone,jul,thu,193,1
16823,cellular,jul,thu,604,1
16824,cellular,jul,thu,144,1
16825,cellular,jul,thu,302,1
16826,cellular,jul,thu,205,1
16827,cellular,jul,thu,137,1
16828,cellular,jul,thu,142,1
16829,cellular,jul,thu,58,2
16830,cellular,jul,thu,100,2
16831,telephone,jul,thu,239,6
16832,cellular,jul,thu,1756,1
16833,cellular,jul,thu,77,1
16834,cellular,jul,thu,169,1
16835,cellular,jul,thu,1441,2
16836,cellular,jul,thu,71,1
16837,cellular,jul,thu,38,1
16838,cellular,jul,thu,191,1
16839,cellular,jul,thu,171,1
16840,cellular,jul,thu,149,2
16841,telephone,jul,thu,747,1
16842,cellular,jul,thu,186,2
16843,cellular,jul,thu,223,2
16844,telephone,jul,thu,154,1
16845,telephone,jul,thu,60,1
16846,cellular,jul,thu,151,2
16847,cellular,jul,thu,188,1
16848,cellular,jul,thu,185,6
16849,cellular,jul,thu,224,1
16850,cellular,jul,thu,171,1
16851,cellular,jul,thu,203,1
16852,cellular,jul,thu,84,1
16853,cellular,jul,thu,134,1
16854,cellular,jul,thu,164,2
16855,cellular,jul,thu,128,2
16856,cellular,jul,thu,15,3
16857,cellular,jul,thu,386,2
16858,cellular,jul,thu,401,1
16859,cellular,jul,thu,137,1
16860,cellular,jul,thu,200,1
16861,cellular,jul,thu,225,1
16862,cellular,jul,thu,379,1
16863,cellular,jul,thu,92,1
16864,cellular,jul,thu,92,1
16865,cellular,jul,thu,188,1
16866,cellular,jul,thu,168,2
16867,cellular,jul,thu,651,1
16868,telephone,jul,thu,305,1
16869,cellular,jul,thu,497,2
16870,cellular,jul,thu,205,3
16871,telephone,jul,thu,179,4
16872,telephone,jul,thu,212,4
16873,cellular,jul,thu,36,1
16874,cellular,jul,thu,39,2
16875,cellular,jul,thu,576,2
16876,cellular,jul,thu,94,2
16877,cellular,jul,thu,240,5
16878,cellular,jul,thu,147,1
16879,cellular,jul,thu,604,1
16880,telephone,jul,thu,193,7
16881,cellular,jul,thu,211,1
16882,cellular,jul,thu,120,1
16883,cellular,jul,thu,169,1
16884,cellular,jul,thu,1491,2
16885,cellular,jul,thu,131,1
16886,cellular,jul,thu,343,1
16887,cellular,jul,thu,175,1
16888,telephone,jul,thu,308,4
16889,cellular,jul,thu,408,14
16890,telephone,jul,thu,119,2
16891,cellular,jul,thu,418,2
16892,cellular,jul,thu,821,1
16893,cellular,jul,thu,99,1
16894,cellular,jul,thu,16,1
16895,cellular,jul,thu,78,1
16896,cellular,jul,thu,225,1
16897,cellular,jul,thu,604,2
16898,cellular,jul,thu,250,1
16899,cellular,jul,thu,208,1
16900,cellular,jul,thu,72,1
16901,cellular,jul,thu,23,1
16902,cellular,jul,thu,498,1
16903,cellular,jul,thu,78,1
16904,cellular,jul,thu,204,1
16905,cellular,jul,thu,90,3
16906,cellular,jul,thu,539,1
16907,cellular,jul,thu,273,2
16908,cellular,jul,thu,107,2
16909,cellular,jul,thu,650,1
16910,cellular,jul,thu,48,4
16911,cellular,jul,thu,91,1
16912,cellular,jul,thu,229,2
16913,cellular,jul,thu,304,2
16914,cellular,jul,thu,129,2
16915,cellular,jul,thu,537,5
16916,cellular,jul,thu,915,2
16917,cellular,jul,thu,903,1
16918,cellular,jul,thu,58,2
16919,telephone,jul,thu,122,12
16920,cellular,jul,thu,873,8
16921,cellular,jul,thu,248,1
16922,cellular,jul,thu,1298,1
16923,cellular,jul,thu,149,2
16924,cellular,jul,thu,717,1
16925,telephone,jul,thu,147,1
16926,cellular,jul,thu,85,3
16927,cellular,jul,thu,709,1
16928,cellular,jul,thu,72,5
16929,cellular,jul,thu,185,1
16930,telephone,jul,thu,28,4
16931,cellular,jul,thu,148,1
16932,cellular,jul,thu,172,3
16933,cellular,jul,thu,150,5
16934,cellular,jul,thu,51,2
16935,cellular,jul,thu,90,2
16936,cellular,jul,thu,1206,4
16937,cellular,jul,thu,1869,1
16938,cellular,jul,thu,52,2
16939,telephone,jul,thu,575,4
16940,cellular,jul,thu,256,2
16941,cellular,jul,thu,823,1
16942,cellular,jul,thu,484,2
16943,cellular,jul,thu,230,2
16944,cellular,jul,thu,112,1
16945,cellular,jul,thu,81,3
16946,cellular,jul,thu,56,1
16947,cellular,jul,thu,245,2
16948,cellular,jul,thu,332,3
16949,cellular,jul,thu,988,5
16950,cellular,jul,thu,151,2
16951,cellular,jul,thu,132,1
16952,cellular,jul,thu,218,3
16953,cellular,jul,thu,773,2
16954,cellular,jul,thu,147,3
16955,cellular,jul,thu,953,1
16956,cellular,jul,thu,43,3
16957,cellular,jul,thu,1259,1
16958,cellular,jul,thu,267,1
16959,cellular,jul,thu,736,2
16960,cellular,jul,thu,901,2
16961,cellular,jul,thu,362,1
16962,cellular,jul,thu,89,2
16963,cellular,jul,thu,196,2
16964,cellular,jul,thu,346,2
16965,cellular,jul,thu,79,3
16966,cellular,jul,thu,1850,1
16967,cellular,jul,thu,134,1
16968,cellular,jul,thu,217,9
16969,cellular,jul,thu,119,3
16970,cellular,jul,thu,347,5
16971,cellular,jul,thu,559,2
16972,cellular,jul,thu,141,11
16973,cellular,jul,thu,135,1
16974,telephone,jul,thu,27,2
16975,cellular,jul,thu,126,6
16976,telephone,jul,thu,101,14
16977,cellular,jul,thu,62,1
16978,cellular,jul,thu,464,1
16979,cellular,jul,thu,631,1
16980,cellular,jul,thu,203,1
16981,cellular,jul,thu,306,1
16982,cellular,jul,thu,318,1
16983,cellular,jul,thu,810,1
16984,cellular,jul,thu,273,6
16985,telephone,jul,thu,780,1
16986,cellular,jul,thu,844,5
16987,cellular,jul,thu,947,6
16988,cellular,jul,thu,328,1
16989,cellular,jul,thu,448,1
16990,telephone,jul,thu,258,2
16991,cellular,jul,thu,213,10
16992,cellular,jul,thu,161,2
16993,cellular,jul,thu,82,3
16994,cellular,jul,thu,730,2
16995,cellular,jul,thu,180,4
16996,cellular,jul,thu,367,2
16997,cellular,jul,thu,870,3
16998,cellular,jul,thu,1820,4
16999,cellular,jul,thu,144,3
17000,cellular,jul,thu,732,2
17001,cellular,jul,thu,303,3
17002,telephone,jul,thu,553,6
17003,cellular,jul,thu,90,6
17004,cellular,jul,thu,137,2
17005,cellular,jul,thu,268,2
17006,cellular,jul,thu,828,2
17007,cellular,jul,thu,136,2
17008,cellular,jul,thu,180,3
17009,cellular,jul,thu,367,2
17010,cellular,jul,thu,513,3
17011,cellular,jul,thu,347,5
17012,cellular,jul,thu,1173,4
17013,telephone,jul,thu,153,2
17014,cellular,jul,thu,73,10
17015,telephone,jul,thu,626,5
17016,cellular,jul,thu,123,5
17017,cellular,jul,thu,77,3
17018,cellular,jul,thu,263,2
17019,cellular,jul,thu,91,10
17020,cellular,jul,thu,577,3
17021,cellular,jul,thu,417,5
17022,telephone,jul,thu,393,3
17023,cellular,jul,thu,633,7
17024,cellular,jul,thu,568,3
17025,cellular,jul,thu,237,2
17026,cellular,jul,thu,180,19
17027,cellular,jul,thu,257,2
17028,cellular,jul,thu,144,3
17029,cellular,jul,thu,212,3
17030,telephone,jul,thu,447,4
17031,cellular,jul,thu,92,2
17032,telephone,jul,thu,552,16
17033,cellular,jul,thu,241,2
17034,cellular,jul,thu,458,9
17035,cellular,jul,thu,1602,6
17036,cellular,jul,fri,42,3
17037,cellular,jul,fri,130,2
17038,cellular,jul,fri,197,6
17039,cellular,jul,fri,52,3
17040,cellular,jul,fri,441,12
17041,cellular,jul,fri,31,3
17042,telephone,jul,fri,219,2
17043,cellular,jul,fri,179,2
17044,telephone,jul,fri,1492,2
17045,cellular,jul,fri,72,3
17046,cellular,jul,fri,64,2
17047,cellular,jul,fri,210,2
17048,telephone,jul,fri,133,7
17049,cellular,jul,fri,203,2
17050,cellular,jul,fri,823,3
17051,cellular,jul,fri,682,10
17052,cellular,jul,fri,154,2
17053,telephone,jul,fri,150,2
17054,cellular,jul,fri,13,9
17055,cellular,jul,fri,1422,2
17056,cellular,jul,fri,114,12
17057,cellular,jul,fri,186,2
17058,cellular,jul,fri,57,4
17059,telephone,jul,fri,159,4
17060,cellular,jul,fri,123,16
17061,cellular,jul,fri,102,2
17062,cellular,jul,fri,65,4
17063,telephone,jul,fri,78,5
17064,cellular,jul,fri,303,3
17065,cellular,jul,fri,43,7
17066,cellular,jul,fri,44,2
17067,cellular,jul,fri,212,2
17068,cellular,jul,fri,111,2
17069,cellular,jul,fri,161,4
17070,cellular,jul,fri,979,2
17071,cellular,jul,fri,591,3
17072,cellular,jul,fri,602,5
17073,cellular,jul,fri,190,2
17074,cellular,jul,fri,616,5
17075,cellular,jul,fri,295,1
17076,cellular,jul,fri,359,1
17077,cellular,jul,fri,153,2
17078,cellular,jul,fri,110,1
17079,cellular,jul,fri,198,1
17080,cellular,jul,fri,136,5
17081,cellular,jul,fri,173,8
17082,cellular,jul,fri,294,1
17083,cellular,jul,fri,784,1
17084,cellular,jul,fri,310,1
17085,cellular,jul,fri,107,4
17086,cellular,jul,fri,298,1
17087,cellular,jul,fri,110,1
17088,cellular,jul,fri,1000,1
17089,cellular,jul,fri,361,1
17090,cellular,jul,fri,695,1
17091,cellular,jul,fri,137,11
17092,cellular,jul,fri,335,1
17093,cellular,jul,fri,735,1
17094,cellular,jul,fri,75,1
17095,cellular,jul,fri,57,5
17096,cellular,jul,fri,159,1
17097,cellular,jul,fri,337,1
17098,cellular,jul,fri,337,2
17099,cellular,jul,fri,267,1
17100,cellular,jul,fri,803,1
17101,cellular,jul,fri,115,1
17102,cellular,jul,fri,282,2
17103,telephone,jul,fri,168,1
17104,cellular,jul,fri,18,2
17105,cellular,jul,fri,54,1
17106,cellular,jul,fri,172,1
17107,cellular,jul,fri,256,1
17108,cellular,jul,fri,112,2
17109,cellular,jul,fri,862,1
17110,cellular,jul,fri,134,1
17111,cellular,jul,fri,324,1
17112,cellular,jul,fri,65,5
17113,cellular,jul,fri,250,1
17114,cellular,jul,fri,198,1
17115,telephone,jul,fri,241,1
17116,cellular,jul,fri,79,2
17117,cellular,jul,fri,112,2
17118,cellular,jul,fri,86,4
17119,cellular,jul,fri,127,1
17120,cellular,jul,fri,246,2
17121,cellular,jul,fri,50,1
17122,cellular,jul,fri,71,2
17123,cellular,jul,fri,61,2
17124,cellular,jul,fri,40,1
17125,cellular,jul,fri,720,2
17126,cellular,jul,fri,175,1
17127,cellular,jul,fri,234,1
17128,cellular,jul,fri,226,1
17129,cellular,jul,fri,352,1
17130,cellular,jul,fri,227,1
17131,cellular,jul,fri,214,1
17132,cellular,jul,fri,571,1
17133,telephone,jul,fri,110,1
17134,cellular,jul,fri,246,1
17135,cellular,jul,fri,63,1
17136,cellular,jul,fri,113,3
17137,cellular,jul,fri,188,5
17138,cellular,jul,fri,133,2
17139,cellular,jul,fri,98,1
17140,cellular,jul,fri,51,1
17141,telephone,jul,fri,286,2
17142,cellular,jul,fri,238,1
17143,cellular,jul,fri,49,1
17144,cellular,jul,fri,102,2
17145,cellular,jul,fri,18,7
17146,cellular,jul,fri,795,1
17147,telephone,jul,fri,1946,4
17148,cellular,jul,fri,560,1
17149,cellular,jul,fri,172,2
17150,cellular,jul,fri,77,1
17151,cellular,jul,fri,99,1
17152,cellular,jul,fri,153,1
17153,telephone,jul,fri,297,2
17154,cellular,jul,fri,135,1
17155,cellular,jul,fri,95,1
17156,telephone,jul,fri,182,1
17157,cellular,jul,fri,168,2
17158,cellular,jul,fri,102,1
17159,cellular,jul,fri,46,1
17160,cellular,jul,fri,1106,1
17161,cellular,jul,fri,81,2
17162,cellular,jul,fri,124,2
17163,cellular,jul,fri,236,8
17164,cellular,jul,fri,132,5
17165,cellular,jul,fri,94,2
17166,cellular,jul,fri,203,1
17167,cellular,jul,fri,184,2
17168,cellular,jul,fri,146,1
17169,telephone,jul,fri,102,4
17170,cellular,jul,fri,184,2
17171,cellular,jul,fri,367,1
17172,cellular,jul,fri,426,1
17173,cellular,jul,fri,800,2
17174,cellular,jul,fri,96,2
17175,cellular,jul,fri,165,3
17176,cellular,jul,fri,357,1
17177,cellular,jul,fri,177,2
17178,cellular,jul,fri,69,1
17179,cellular,jul,fri,72,1
17180,cellular,jul,fri,209,1
17181,telephone,jul,fri,362,8
17182,cellular,jul,fri,49,1
17183,cellular,jul,fri,135,2
17184,cellular,jul,fri,132,5
17185,cellular,jul,fri,177,1
17186,cellular,jul,fri,67,5
17187,cellular,jul,fri,204,1
17188,cellular,jul,fri,153,2
17189,cellular,jul,fri,239,5
17190,cellular,jul,fri,337,2
17191,telephone,jul,fri,149,1
17192,cellular,jul,fri,97,1
17193,cellular,jul,fri,471,2
17194,telephone,jul,fri,214,2
17195,cellular,jul,fri,796,1
17196,cellular,jul,fri,51,4
17197,telephone,jul,fri,106,3
17198,cellular,jul,fri,211,2
17199,cellular,jul,fri,311,6
17200,cellular,jul,fri,483,3
17201,cellular,jul,fri,605,1
17202,cellular,jul,fri,110,1
17203,cellular,jul,fri,276,1
17204,telephone,jul,fri,120,1
17205,cellular,jul,fri,39,3
17206,cellular,jul,fri,127,1
17207,cellular,jul,fri,80,1
17208,telephone,jul,fri,87,1
17209,cellular,jul,fri,66,2
17210,cellular,jul,fri,163,1
17211,cellular,jul,fri,83,2
17212,telephone,jul,fri,511,1
17213,cellular,jul,fri,184,1
17214,cellular,jul,fri,102,5
17215,cellular,jul,fri,53,5
17216,cellular,jul,fri,743,13
17217,cellular,jul,fri,129,3
17218,cellular,jul,fri,258,1
17219,cellular,jul,fri,2015,1
17220,cellular,jul,fri,98,1
17221,telephone,jul,fri,657,2
17222,telephone,jul,fri,199,1
17223,cellular,jul,fri,261,3
17224,cellular,jul,fri,442,12
17225,cellular,jul,fri,241,2
17226,cellular,jul,fri,152,1
17227,cellular,jul,fri,147,2
17228,cellular,jul,fri,730,1
17229,cellular,jul,fri,36,1
17230,cellular,jul,fri,1161,26
17231,cellular,jul,fri,90,7
17232,cellular,jul,fri,95,1
17233,cellular,jul,fri,102,2
17234,cellular,jul,fri,374,2
17235,cellular,jul,fri,468,4
17236,cellular,jul,fri,141,3
17237,cellular,jul,fri,155,4
17238,cellular,jul,fri,356,9
17239,cellular,jul,fri,147,2
17240,cellular,jul,fri,268,2
17241,cellular,jul,fri,84,3
17242,telephone,jul,fri,259,2
17243,cellular,jul,fri,360,13
17244,cellular,jul,fri,1031,8
17245,cellular,jul,fri,1368,2
17246,cellular,jul,fri,507,1
17247,cellular,jul,fri,148,1
17248,cellular,jul,fri,266,6
17249,cellular,jul,fri,295,2
17250,cellular,jul,fri,134,1
17251,cellular,jul,fri,270,1
17252,cellular,jul,fri,396,1
17253,cellular,jul,fri,273,1
17254,cellular,jul,fri,72,30
17255,telephone,jul,fri,385,1
17256,cellular,jul,fri,87,5
17257,cellular,jul,fri,161,7
17258,cellular,jul,fri,92,15
17259,cellular,jul,fri,124,2
17260,cellular,jul,fri,356,3
17261,cellular,jul,fri,394,2
17262,cellular,jul,fri,293,4
17263,cellular,jul,fri,135,2
17264,cellular,jul,fri,590,8
17265,cellular,jul,fri,200,3
17266,cellular,jul,fri,587,5
17267,cellular,jul,fri,1330,3
17268,cellular,jul,fri,194,2
17269,cellular,jul,fri,238,4
17270,cellular,jul,fri,171,1
17271,cellular,jul,fri,936,1
17272,cellular,jul,fri,210,4
17273,cellular,jul,fri,83,10
17274,cellular,jul,fri,946,3
17275,cellular,jul,fri,1319,2
17276,cellular,jul,fri,250,3
17277,cellular,jul,fri,103,3
17278,cellular,jul,fri,150,2
17279,cellular,jul,fri,67,3
17280,cellular,jul,fri,124,2
17281,cellular,jul,fri,85,3
17282,telephone,jul,fri,93,11
17283,cellular,jul,fri,99,7
17284,cellular,jul,fri,1448,17
17285,cellular,jul,fri,432,3
17286,telephone,jul,fri,143,3
17287,cellular,jul,fri,50,3
17288,cellular,jul,fri,126,3
17289,cellular,jul,fri,87,4
17290,cellular,jul,fri,400,2
17291,telephone,jul,fri,279,4
17292,cellular,jul,fri,185,3
17293,cellular,jul,fri,164,4
17294,cellular,jul,fri,188,9
17295,cellular,jul,fri,118,3
17296,cellular,jul,fri,661,4
17297,cellular,jul,fri,137,7
17298,cellular,jul,fri,237,5
17299,cellular,jul,fri,195,6
17300,cellular,jul,fri,138,4
17301,cellular,jul,fri,114,5
17302,cellular,jul,fri,96,3
17303,cellular,jul,fri,65,2
17304,cellular,jul,fri,144,2
17305,cellular,jul,fri,198,4
17306,cellular,jul,fri,386,2
17307,telephone,jul,fri,163,5
17308,cellular,jul,fri,63,12
17309,cellular,jul,fri,84,3
17310,cellular,jul,fri,188,14
17311,cellular,jul,fri,481,3
17312,cellular,jul,fri,1369,9
17313,cellular,jul,fri,653,4
17314,cellular,jul,fri,460,5
17315,cellular,jul,fri,41,3
17316,telephone,jul,fri,282,9
17317,telephone,jul,fri,395,6
17318,cellular,jul,fri,190,4
17319,cellular,jul,mon,71,7
17320,cellular,jul,mon,68,4
17321,cellular,jul,mon,151,2
17322,cellular,jul,mon,32,2
17323,cellular,jul,mon,102,6
17324,cellular,jul,mon,147,2
17325,cellular,jul,mon,93,3
17326,cellular,jul,mon,29,12
17327,telephone,jul,mon,63,5
17328,cellular,jul,mon,40,3
17329,cellular,jul,mon,230,2
17330,cellular,jul,mon,33,2
17331,cellular,jul,mon,57,4
17332,cellular,jul,mon,177,17
17333,cellular,jul,mon,52,6
17334,cellular,jul,mon,49,2
17335,cellular,jul,mon,123,5
17336,cellular,jul,mon,44,2
17337,cellular,jul,mon,243,30
17338,telephone,jul,mon,41,5
17339,cellular,jul,mon,60,6
17340,telephone,jul,mon,31,3
17341,cellular,jul,mon,52,10
17342,cellular,jul,mon,110,17
17343,cellular,jul,mon,33,2
17344,cellular,jul,mon,49,9
17345,cellular,jul,mon,327,2
17346,cellular,jul,mon,108,2
17347,cellular,jul,mon,95,2
17348,cellular,jul,mon,119,3
17349,cellular,jul,mon,234,2
17350,cellular,jul,mon,261,3
17351,cellular,jul,mon,180,3
17352,cellular,jul,mon,56,8
17353,cellular,jul,mon,70,3
17354,cellular,jul,mon,163,2
17355,cellular,jul,mon,62,2
17356,cellular,jul,mon,110,5
17357,cellular,jul,mon,386,3
17358,cellular,jul,mon,295,3
17359,cellular,jul,mon,458,6
17360,cellular,jul,mon,117,3
17361,cellular,jul,mon,69,11
17362,cellular,jul,mon,48,20
17363,cellular,jul,mon,57,5
17364,cellular,jul,mon,983,2
17365,cellular,jul,mon,365,3
17366,cellular,jul,mon,95,2
17367,cellular,jul,mon,31,2
17368,cellular,jul,mon,55,5
17369,cellular,jul,mon,49,6
17370,telephone,jul,mon,193,2
17371,telephone,jul,mon,36,1
17372,cellular,jul,mon,664,7
17373,cellular,jul,mon,108,3
17374,cellular,jul,mon,110,2
17375,cellular,jul,mon,57,2
17376,cellular,jul,mon,89,2
17377,cellular,jul,mon,699,2
17378,cellular,jul,mon,131,6
17379,cellular,jul,mon,463,1
17380,cellular,jul,mon,228,1
17381,cellular,jul,mon,30,2
17382,cellular,jul,mon,700,1
17383,cellular,jul,mon,124,2
17384,cellular,jul,mon,219,2
17385,cellular,jul,mon,307,1
17386,cellular,jul,mon,82,2
17387,cellular,jul,mon,151,2
17388,cellular,jul,mon,106,2
17389,telephone,jul,mon,121,1
17390,cellular,jul,mon,115,7
17391,cellular,jul,mon,939,2
17392,cellular,jul,mon,60,2
17393,cellular,jul,mon,340,1
17394,cellular,jul,mon,54,2
17395,cellular,jul,mon,73,2
17396,cellular,jul,mon,362,5
17397,cellular,jul,mon,746,1
17398,telephone,jul,mon,22,1
17399,cellular,jul,mon,745,6
17400,cellular,jul,mon,319,2
17401,cellular,jul,mon,219,1
17402,cellular,jul,mon,200,1
17403,cellular,jul,mon,174,1
17404,cellular,jul,mon,136,4
17405,cellular,jul,mon,154,1
17406,telephone,jul,mon,108,5
17407,cellular,jul,mon,87,3
17408,cellular,jul,mon,68,2
17409,telephone,jul,mon,644,1
17410,cellular,jul,mon,108,7
17411,telephone,jul,mon,148,1
17412,cellular,jul,mon,139,2
17413,cellular,jul,mon,84,4
17414,cellular,jul,mon,240,2
17415,cellular,jul,mon,194,3
17416,cellular,jul,mon,330,4
17417,telephone,jul,mon,228,1
17418,cellular,jul,mon,662,2
17419,cellular,jul,mon,60,1
17420,telephone,jul,mon,40,1
17421,cellular,jul,mon,230,1
17422,cellular,jul,mon,173,1
17423,cellular,jul,mon,78,1
17424,cellular,jul,mon,551,4
17425,telephone,jul,mon,130,7
17426,cellular,jul,mon,49,1
17427,cellular,jul,mon,295,2
17428,cellular,jul,mon,139,1
17429,telephone,jul,mon,13,1
17430,cellular,jul,mon,367,1
17431,telephone,jul,mon,137,1
17432,cellular,jul,mon,97,2
17433,cellular,jul,mon,73,4
17434,cellular,jul,mon,126,1
17435,cellular,jul,mon,164,1
17436,cellular,jul,mon,50,3
17437,cellular,jul,mon,24,12
17438,cellular,jul,mon,84,2
17439,cellular,jul,mon,547,3
17440,cellular,jul,mon,292,1
17441,cellular,jul,mon,53,1
17442,cellular,jul,mon,241,6
17443,cellular,jul,mon,418,1
17444,telephone,jul,mon,112,1
17445,cellular,jul,mon,65,5
17446,telephone,jul,mon,388,1
17447,cellular,jul,mon,273,1
17448,cellular,jul,mon,103,3
17449,cellular,jul,mon,1169,1
17450,telephone,jul,mon,59,4
17451,cellular,jul,mon,431,1
17452,cellular,jul,mon,143,1
17453,cellular,jul,mon,405,3
17454,cellular,jul,mon,263,1
17455,cellular,jul,mon,143,9
17456,cellular,jul,mon,837,2
17457,cellular,jul,mon,19,23
17458,cellular,jul,mon,63,1
17459,telephone,jul,mon,55,1
17460,telephone,jul,mon,596,3
17461,cellular,jul,mon,35,1
17462,cellular,jul,mon,71,3
17463,cellular,jul,mon,101,3
17464,cellular,jul,mon,337,1
17465,cellular,jul,mon,65,4
17466,cellular,jul,mon,48,9
17467,cellular,jul,mon,174,1
17468,cellular,jul,mon,201,1
17469,telephone,jul,mon,296,1
17470,cellular,jul,mon,180,3
17471,cellular,jul,mon,332,1
17472,cellular,jul,mon,55,3
17473,cellular,jul,mon,301,1
17474,telephone,jul,mon,359,1
17475,cellular,jul,mon,54,1
17476,cellular,jul,mon,114,1
17477,cellular,jul,mon,86,3
17478,cellular,jul,mon,404,2
17479,cellular,jul,mon,435,2
17480,cellular,jul,mon,231,3
17481,telephone,jul,mon,40,5
17482,cellular,jul,mon,73,6
17483,cellular,jul,mon,300,1
17484,cellular,jul,mon,193,6
17485,telephone,jul,mon,73,5
17486,cellular,jul,mon,22,18
17487,cellular,jul,mon,502,2
17488,cellular,jul,mon,83,4
17489,cellular,jul,mon,289,4
17490,cellular,jul,mon,89,1
17491,cellular,jul,mon,157,3
17492,cellular,jul,mon,438,2
17493,telephone,jul,mon,155,1
17494,cellular,jul,mon,189,1
17495,cellular,jul,mon,96,3
17496,cellular,jul,mon,25,18
17497,cellular,jul,mon,395,2
17498,cellular,jul,mon,246,1
17499,cellular,jul,mon,630,3
17500,cellular,jul,mon,60,4
17501,cellular,jul,mon,116,3
17502,telephone,jul,mon,1025,1
17503,cellular,jul,mon,231,8
17504,cellular,jul,mon,76,5
17505,cellular,jul,mon,131,3
17506,cellular,jul,mon,470,2
17507,cellular,jul,mon,85,3
17508,cellular,jul,mon,60,3
17509,cellular,jul,mon,383,2
17510,cellular,jul,mon,719,2
17511,cellular,jul,mon,68,2
17512,cellular,jul,mon,70,3
17513,cellular,jul,mon,234,2
